drug,creationDate,type,status
DB03982,2005-06-13,small molecule,experimental
DB03983,2005-06-13,small molecule,experimental
DB03984,2005-06-13,small molecule,experimental
DB03985,2005-06-13,small molecule,experimental
DB03986,2005-06-13,small molecule,experimental
DB03987,2005-06-13,small molecule,experimental
DB03988,2005-06-13,small molecule,experimental
DB03989,2005-06-13,small molecule,experimental
DB03990,2005-06-13,small molecule,experimental
DB03991,2005-06-13,small molecule,experimental
DB03992,2005-06-13,small molecule,experimental
DB03993,2005-06-13,small molecule,experimental
DB03994,2005-06-13,small molecule,experimental
DB03995,2005-06-13,small molecule,experimental
DB03996,2005-06-13,small molecule,experimental
DB03997,2005-06-13,small molecule,experimental
DB03998,2005-06-13,small molecule,experimental
DB03999,2005-06-13,small molecule,experimental
DB04000,2005-06-13,small molecule,experimental
DB04001,2005-06-13,small molecule,experimental
DB04002,2005-06-13,small molecule,experimental
DB04003,2005-06-13,small molecule,experimental
DB04004,2005-06-13,small molecule,experimental
DB04005,2005-06-13,small molecule,investigational
DB04006,2005-06-13,small molecule,experimental
DB04007,2005-06-13,small molecule,experimental
DB04008,2005-06-13,small molecule,experimental
DB04009,2005-06-13,small molecule,experimental
DB04010,2005-06-13,small molecule,experimental
DB04011,2005-06-13,small molecule,experimental
DB04012,2005-06-13,small molecule,experimental
DB04013,2005-06-13,small molecule,experimental
DB04014,2005-06-13,small molecule,experimental
DB04015,2005-06-13,small molecule,experimental
DB04016,2005-06-13,small molecule,experimental
DB04017,2005-06-13,small molecule,experimental
DB04018,2005-06-13,small molecule,experimental
DB04020,2005-06-13,small molecule,experimental
DB04021,2005-06-13,small molecule,experimental
DB04022,2005-06-13,small molecule,experimental
DB04023,2005-06-13,small molecule,experimental
DB04024,2005-06-13,small molecule,experimental
DB04026,2005-06-13,small molecule,experimental
DB04027,2005-06-13,small molecule,experimental
DB04028,2005-06-13,small molecule,experimental
DB04029,2005-06-13,small molecule,experimental
DB04030,2005-06-13,small molecule,experimental
DB04031,2005-06-13,small molecule,experimental
DB04032,2005-06-13,small molecule,experimental
DB04033,2005-06-13,small molecule,experimental
DB04034,2005-06-13,small molecule,experimental
DB04035,2005-06-13,small molecule,experimental
DB04036,2005-06-13,small molecule,experimental
DB04037,2005-06-13,small molecule,experimental
DB04038,2005-06-13,small molecule,approved
DB04039,2005-06-13,small molecule,experimental
DB04040,2005-06-13,small molecule,experimental
DB04041,2005-06-13,small molecule,experimental
DB04042,2005-06-13,small molecule,experimental
DB04043,2005-06-13,small molecule,experimental
DB04044,2005-06-13,small molecule,experimental
DB04045,2005-06-13,small molecule,experimental
DB04046,2005-06-13,small molecule,experimental
DB04047,2005-06-13,small molecule,experimental
DB04048,2005-06-13,small molecule,experimental
DB04049,2005-06-13,small molecule,experimental
DB04050,2005-06-13,small molecule,experimental
DB04051,2005-06-13,small molecule,experimental
DB04052,2005-06-13,small molecule,experimental
DB04053,2005-06-13,small molecule,experimental
DB04054,2005-06-13,small molecule,experimental
DB04055,2005-06-13,small molecule,experimental
DB04057,2005-06-13,small molecule,experimental
DB04058,2005-06-13,small molecule,experimental
DB04059,2005-06-13,small molecule,experimental
DB04060,2005-06-13,small molecule,experimental
DB04061,2005-06-13,small molecule,experimental
DB04062,2005-06-13,small molecule,experimental
DB04063,2005-06-13,small molecule,experimental
DB04064,2005-06-13,small molecule,experimental
DB04065,2005-06-13,small molecule,experimental
DB04066,2005-06-13,small molecule,experimental
DB04067,2005-06-13,small molecule,experimental
DB04068,2005-06-13,small molecule,experimental
DB04069,2005-06-13,small molecule,experimental
DB04070,2005-06-13,small molecule,experimental
DB04071,2005-06-13,small molecule,experimental
DB04072,2005-06-13,small molecule,experimental
DB04073,2005-06-13,small molecule,experimental
DB04074,2005-06-13,small molecule,experimental
DB04075,2005-06-13,small molecule,experimental
DB04076,2005-06-13,small molecule,experimental
DB04079,2005-06-13,small molecule,experimental
DB04080,2005-06-13,small molecule,experimental
DB04081,2005-06-13,small molecule,experimental
DB04082,2005-06-13,small molecule,experimental
DB04083,2005-06-13,small molecule,experimental
DB04084,2005-06-13,small molecule,experimental
DB04085,2005-06-13,small molecule,experimental
DB04086,2005-06-13,small molecule,experimental
DB04087,2005-06-13,small molecule,experimental
DB04088,2005-06-13,small molecule,experimental
DB04089,2005-06-13,small molecule,experimental
DB04090,2005-06-13,small molecule,investigational
DB04092,2005-06-13,small molecule,experimental
DB04093,2005-06-13,small molecule,experimental
DB04094,2005-06-13,small molecule,experimental
DB04095,2005-06-13,small molecule,experimental
DB04096,2005-06-13,small molecule,experimental
DB04097,2005-06-13,small molecule,experimental
DB04098,2005-06-13,small molecule,experimental
DB04099,2005-06-13,small molecule,experimental
DB04100,2005-06-13,small molecule,experimental
DB04101,2005-06-13,small molecule,experimental
DB04102,2005-06-13,small molecule,experimental
DB04103,2005-06-13,small molecule,experimental
DB04104,2005-06-13,small molecule,experimental
DB04105,2005-06-13,small molecule,experimental
DB04106,2005-06-13,small molecule,investigational
DB04107,2005-06-13,small molecule,experimental
DB04108,2005-06-13,small molecule,experimental
DB04109,2005-06-13,small molecule,experimental
DB04110,2005-06-13,small molecule,experimental
DB04111,2005-06-13,small molecule,experimental
DB04112,2005-06-13,small molecule,experimental
DB04113,2005-06-13,small molecule,experimental
DB04114,2005-06-13,small molecule,experimental
DB04115,2005-06-13,small molecule,approved
DB04116,2005-06-13,small molecule,experimental
DB04117,2005-06-13,small molecule,experimental
DB04118,2005-06-13,small molecule,experimental
DB04119,2005-06-13,small molecule,experimental
DB04120,2005-06-13,small molecule,experimental
DB04121,2005-06-13,small molecule,experimental
DB04122,2005-06-13,small molecule,experimental
DB04123,2005-06-13,small molecule,experimental
DB04124,2005-06-13,small molecule,experimental
DB04125,2005-06-13,small molecule,experimental
DB04126,2005-06-13,small molecule,experimental
DB04127,2005-06-13,small molecule,experimental
DB04128,2005-06-13,small molecule,experimental
DB04129,2005-06-13,small molecule,experimental
DB04130,2005-06-13,small molecule,experimental
DB04131,2005-06-13,small molecule,experimental
DB04132,2005-06-13,small molecule,experimental
DB04133,2005-06-13,small molecule,experimental
DB04135,2005-06-13,small molecule,experimental
DB04136,2005-06-13,small molecule,experimental
DB04137,2005-06-13,small molecule,experimental
DB04138,2005-06-13,small molecule,experimental
DB04139,2005-06-13,small molecule,experimental
DB04140,2005-06-13,small molecule,experimental
DB04141,2005-06-13,small molecule,experimental
DB04142,2005-06-13,small molecule,experimental
DB04143,2005-06-13,small molecule,experimental
DB04144,2005-06-13,small molecule,experimental
DB04145,2005-06-13,small molecule,experimental
DB04146,2005-06-13,small molecule,experimental
DB04147,2005-06-13,small molecule,experimental
DB04149,2005-06-13,small molecule,experimental
DB04150,2005-06-13,small molecule,experimental
DB04151,2005-06-13,small molecule,experimental
DB04152,2005-06-13,small molecule,experimental
DB04153,2005-06-13,small molecule,experimental
DB04154,2005-06-13,small molecule,experimental
DB04155,2005-06-13,small molecule,experimental
DB04156,2005-06-13,small molecule,experimental
DB04157,2005-06-13,small molecule,experimental
DB04158,2005-06-13,small molecule,experimental
DB04159,2005-06-13,small molecule,experimental
DB04160,2005-06-13,small molecule,approved
DB04161,2005-06-13,small molecule,experimental
DB04162,2005-06-13,small molecule,experimental
DB04163,2005-06-13,small molecule,experimental
DB04164,2005-06-13,small molecule,experimental
DB04165,2005-06-13,small molecule,experimental
DB04166,2005-06-13,small molecule,experimental
DB04167,2005-06-13,small molecule,experimental
DB04168,2005-06-13,small molecule,experimental
DB04169,2005-06-13,small molecule,experimental
DB04170,2005-06-13,small molecule,experimental
DB04171,2005-06-13,small molecule,experimental
DB04172,2005-06-13,small molecule,experimental
DB04173,2005-06-13,small molecule,approved
DB04174,2005-06-13,small molecule,experimental
DB04175,2005-06-13,small molecule,experimental
DB04176,2005-06-13,small molecule,experimental
DB04177,2005-06-13,small molecule,experimental
DB04178,2005-06-13,small molecule,experimental
DB04179,2005-06-13,small molecule,experimental
DB04180,2005-06-13,small molecule,experimental
DB04182,2005-06-13,small molecule,experimental
DB04183,2005-06-13,small molecule,experimental
DB04185,2005-06-13,small molecule,experimental
DB04186,2005-06-13,small molecule,experimental
DB04187,2005-06-13,small molecule,experimental
DB04188,2005-06-13,small molecule,experimental
DB04189,2005-06-13,small molecule,experimental
DB04190,2005-06-13,small molecule,experimental
DB04191,2005-06-13,small molecule,experimental
DB04193,2005-06-13,small molecule,experimental
DB04194,2005-06-13,small molecule,experimental
DB04195,2005-06-13,small molecule,experimental
DB04196,2005-06-13,small molecule,experimental
DB04197,2005-06-13,small molecule,experimental
DB04198,2005-06-13,small molecule,experimental
DB04199,2005-06-13,small molecule,experimental
DB04200,2005-06-13,small molecule,experimental
DB04201,2005-06-13,small molecule,experimental
DB04202,2005-06-13,small molecule,experimental
DB04203,2005-06-13,small molecule,experimental
DB04204,2005-06-13,small molecule,experimental
DB04205,2005-06-13,small molecule,experimental
DB04206,2005-06-13,small molecule,experimental
DB04207,2005-06-13,small molecule,experimental
DB04208,2005-06-13,small molecule,experimental
DB04209,2005-06-13,small molecule,approved
DB04210,2005-06-13,small molecule,experimental
DB04211,2005-06-13,small molecule,experimental
DB04212,2005-06-13,small molecule,experimental
DB04213,2005-06-13,small molecule,experimental
DB04214,2005-06-13,small molecule,experimental
DB04215,2005-06-13,small molecule,experimental
DB04216,2005-06-13,small molecule,investigational
DB04217,2005-06-13,small molecule,experimental
DB04218,2005-06-13,small molecule,experimental
DB04219,2005-06-13,small molecule,experimental
DB04220,2005-06-13,small molecule,experimental
DB04221,2005-06-13,small molecule,approved
DB04222,2005-06-13,small molecule,experimental
DB04223,2005-06-13,small molecule,investigational
DB04224,2005-06-13,small molecule,approved
DB04225,2005-06-13,small molecule,experimental
DB04226,2005-06-13,small molecule,experimental
DB04227,2005-06-13,small molecule,experimental
DB04228,2005-06-13,small molecule,experimental
DB04229,2005-06-13,small molecule,experimental
DB04230,2005-06-13,small molecule,experimental
DB04231,2005-06-13,small molecule,experimental
DB04232,2005-06-13,small molecule,experimental
DB04233,2005-06-13,small molecule,experimental
DB04234,2005-06-13,small molecule,experimental
DB04235,2005-06-13,small molecule,experimental
DB04236,2005-06-13,small molecule,experimental
DB04237,2005-06-13,small molecule,experimental
DB04238,2005-06-13,small molecule,experimental
DB04239,2005-06-13,small molecule,experimental
DB04240,2005-06-13,small molecule,experimental
DB04241,2005-06-13,small molecule,experimental
DB04242,2005-06-13,small molecule,experimental
DB04243,2005-06-13,small molecule,experimental
DB04244,2005-06-13,small molecule,experimental
DB04246,2005-06-13,small molecule,experimental
DB04248,2005-06-13,small molecule,experimental
DB04249,2005-06-13,small molecule,experimental
DB04250,2005-06-13,small molecule,experimental
DB04252,2005-06-13,small molecule,experimental
DB04253,2005-06-13,small molecule,investigational
DB04254,2005-06-13,small molecule,experimental
DB04255,2005-06-13,small molecule,experimental
DB04256,2005-06-13,small molecule,experimental
DB04257,2005-06-13,small molecule,experimental
DB04258,2005-06-13,small molecule,investigational
DB04259,2005-06-13,small molecule,experimental
DB04260,2005-06-13,small molecule,experimental
DB04261,2005-06-13,small molecule,experimental
DB04262,2005-06-13,small molecule,experimental
DB04263,2005-06-13,small molecule,experimental
DB04264,2005-06-13,small molecule,experimental
DB04265,2005-06-13,small molecule,experimental
DB04266,2005-06-13,small molecule,experimental
DB04267,2005-06-13,small molecule,experimental
DB04268,2005-06-13,small molecule,experimental
DB04269,2005-06-13,small molecule,experimental
DB04270,2005-06-13,small molecule,experimental
DB04271,2005-06-13,small molecule,experimental
DB04272,2005-06-13,small molecule,approved
DB04273,2005-06-13,small molecule,experimental
DB04274,2005-06-13,small molecule,experimental
DB04275,2005-06-13,small molecule,experimental
DB04276,2005-06-13,small molecule,experimental
DB04277,2005-06-13,small molecule,experimental
DB04278,2005-06-13,small molecule,experimental
DB04279,2005-06-13,small molecule,experimental
DB04280,2005-06-13,small molecule,experimental
DB04281,2005-06-13,small molecule,experimental
DB04282,2005-06-13,small molecule,experimental
DB04283,2005-06-13,small molecule,experimental
DB04284,2005-06-13,small molecule,experimental
DB04285,2005-06-13,small molecule,experimental
DB04286,2005-06-13,small molecule,experimental
DB04287,2005-06-13,small molecule,experimental
DB04288,2005-06-13,small molecule,experimental
